lat,lon,precipitation,runoff,efficiency
-88.7669513528422,72.421875,2.373829e-06,0.0,0.0
-88.7669513528422,73.125,2.3731118e-06,0.0,0.0
-88.7669513528422,73.828125,2.3723944e-06,0.0,0.0
-88.7669513528422,74.53125,2.3716775e-06,0.0,0.0
-88.7669513528422,75.234375,2.3709604e-06,0.0,0.0
-88.7669513528422,75.9375,2.3702428e-06,0.0,0.0
-88.7669513528422,76.640625,2.3695259e-06,0.0,0.0
-88.7669513528422,77.34375,2.368809e-06,0.0,0.0
-88.7669513528422,78.046875,2.3680918e-06,0.0,0.0
-88.7669513528422,78.75,2.3673745e-06,0.0,0.0
-88.7669513528422,79.453125,2.3666573e-06,0.0,0.0
-88.7669513528422,80.15625,2.3659404e-06,0.0,0.0
-88.7669513528422,80.859375,2.3652233e-06,0.0,0.0
-88.7669513528422,81.5625,2.364506e-06,0.0,0.0
-88.7669513528422,82.265625,2.363789e-06,0.0,0.0
-88.7669513528422,82.96875,2.363072e-06,0.0,0.0
-88.7669513528422,83.671875,2.3623543e-06,0.0,0.0
-88.7669513528422,84.375,2.3616371e-06,0.0,0.0
-88.7669513528422,85.078125,2.3609202e-06,0.0,0.0
-88.7669513528422,85.78125,2.3602033e-06,0.0,0.0
-88.7669513528422,86.484375,2.359939e-06,0.0,0.0
-88.7669513528422,87.1875,2.3629968e-06,0.0,0.0
-88.7669513528422,87.890625,2.366055e-06,0.0,0.0
-88.7669513528422,88.59375,2.3691132e-06,0.0,0.0
-88.7669513528422,89.296875,2.372171e-06,0.0,0.0
-88.7669513528422,90.0,2.375229e-06,0.0,0.0
-88.7669513528422,90.703125,2.378287e-06,0.0,0.0
